date,year,month,month_name,day,day_name,week_of_year,quarter
1985-12-20,1985,12,December,20,Friday,51,4
2009-02-19,2009,2,February,19,Thursday,8,1
1980-02-29,1980,2,February,29,Friday,9,1
2013-04-10,2013,4,April,10,Wednesday,15,2
1972-02-15,1972,2,February,15,Tuesday,7,1
1990-07-27,1990,7,July,27,Friday,30,3
2014-09-07,2014,9,September,7,Sunday,36,3
1990-05-04,1990,5,May,4,Friday,18,2
2017-07-18,2017,7,July,18,Tuesday,29,3
2007-07-14,2007,7,July,14,Saturday,28,3
2003-12-16,2003,12,December,16,Tuesday,51,4
2004-03-03,2004,3,March,3,Wednesday,10,1
2013-10-18,2013,10,October,18,Friday,42,4
1995-10-08,1995,10,October,8,Sunday,40,4
2015-06-06,2015,6,June,6,Saturday,23,2
2021-11-01,2021,11,November,1,Monday,44,4
2006-10-16,2006,10,October,16,Monday,42,4
2005-02-01,2005,2,February,1,Tuesday,5,1
2019-04-30,2019,4,April,30,Tuesday,18,2
1979-11-23,1979,11,November,23,Friday,47,4
2004-10-17,2004,10,October,17,Sunday,42,4
1989-04-14,1989,4,April,14,Friday,15,2
2020-08-16,2020,8,August,16,Sunday,33,3
2017-08-13,2017,8,August,13,Sunday,32,3
1987-01-01,1987,1,January,1,Thursday,1,1
1969-06-11,1969,6,June,11,Wednesday,24,2
1996-03-07,1996,3,March,7,Thursday,10,1
2003-02-21,2003,2,February,21,Friday,8,1
2007-05-22,2007,5,May,22,Tuesday,21,2
1995-12-31,1995,12,December,31,Sunday,52,4
1957-06-01,1957,6,June,1,Saturday,22,2
1982-08-27,1982,8,August,27,Friday,34,3
2021-06-06,2021,6,June,6,Sunday,22,2
2011-10-09,2011,10,October,9,Sunday,40,4
2022-07-16,2022,7,July,16,Saturday,28,3
2015-11-18,2015,11,November,18,Wednesday,47,4
2010-10-16,2010,10,October,16,Saturday,41,4
2006-11-01,2006,11,November,1,Wednesday,44,4
2020-11-09,2020,11,November,9,Monday,46,4
1987-11-01,1987,11,November,1,Sunday,44,4
2015-06-23,2015,6,June,23,Tuesday,26,2
2015-06-20,2015,6,June,20,Saturday,25,2
2021-03-15,2021,3,March,15,Monday,11,1
2013-07-24,2013,7,July,24,Wednesday,30,3
2022-05-29,2022,5,May,29,Sunday,21,2
2008-01-05,2008,1,January,5,Saturday,1,1
1979-05-09,1979,5,May,9,Wednesday,19,2
1981-05-13,1981,5,May,13,Wednesday,20,2
2009-12-30,2009,12,December,30,Wednesday,53,4
1991-03-01,1991,3,March,1,Friday,9,1
2020-11-27,2020,11,November,27,Friday,48,4
2007-09-12,2007,9,September,12,Wednesday,37,3
1998-05-30,1998,5,May,30,Saturday,22,2
2021-01-27,2021,1,January,27,Wednesday,4,1
1953-06-25,1953,6,June,25,Thursday,26,2
1996-11-29,1996,11,November,29,Friday,48,4
1973-01-16,1973,1,January,16,Tuesday,3,1
2021-08-06,2021,8,August,6,Friday,31,3
2010-05-01,2010,5,May,1,Saturday,17,2
2013-02-27,2013,2,February,27,Wednesday,9,1
2007-03-13,2007,3,March,13,Tuesday,11,1
2022-05-30,2022,5,May,30,Monday,22,2
2017-09-25,2017,9,September,25,Monday,39,3
2003-05-16,2003,5,May,16,Friday,20,2
1967-11-01,1967,11,November,1,Wednesday,44,4
2000-09-08,2000,9,September,8,Friday,36,3
2003-09-17,2003,9,September,17,Wednesday,38,3
2015-01-03,2015,1,January,3,Saturday,1,1
1980-06-01,1980,6,June,1,Sunday,22,2
2004-03-07,2004,3,March,7,Sunday,10,1
1975-08-11,1975,8,August,11,Monday,33,3
1997-07-01,1997,7,July,1,Tuesday,27,3
2017-03-14,2017,3,March,14,Tuesday,11,1
2006-09-03,2006,9,September,3,Sunday,35,3
1974-09-25,1974,9,September,25,Wednesday,39,3
2011-10-04,2011,10,October,4,Tuesday,40,4
1995-11-04,1995,11,November,4,Saturday,44,4
1964-09-01,1964,9,September,1,Tuesday,36,3
1973-05-25,1973,5,May,25,Friday,21,2
1981-03-04,1981,3,March,4,Wednesday,10,1
2018-07-18,2018,7,July,18,Wednesday,29,3
1989-11-01,1989,11,November,1,Wednesday,44,4
2010-01-16,2010,1,January,16,Saturday,2,1
2019-08-26,2019,8,August,26,Monday,35,3
1988-08-24,1988,8,August,24,Wednesday,34,3
2012-10-16,2012,10,October,16,Tuesday,42,4
2007-12-01,2007,12,December,1,Saturday,48,4
2008-09-20,2008,9,September,20,Saturday,38,3
2009-04-03,2009,4,April,3,Friday,14,2
1990-03-01,1990,3,March,1,Thursday,9,1
2017-02-07,2017,2,February,7,Tuesday,6,1
2009-10-17,2009,10,October,17,Saturday,42,4
2018-06-05,2018,6,June,5,Tuesday,23,2
2009-03-25,2009,3,March,25,Wednesday,13,1
2018-11-03,2018,11,November,3,Saturday,44,4
1983-09-02,1983,9,September,2,Friday,35,3
1966-06-20,1966,6,June,20,Monday,25,2
2017-04-17,2017,4,April,17,Monday,16,2
1978-10-31,1978,10,October,31,Tuesday,44,4
2015-03-06,2015,3,March,6,Friday,10,1
2002-02-23,2002,2,February,23,Saturday,8,1
2016-03-13,2016,3,March,13,Sunday,10,1
2015-03-23,2015,3,March,23,Monday,13,1
1973-08-02,1973,8,August,2,Thursday,31,3
2007-08-04,2007,8,August,4,Saturday,31,3
2010-05-07,2010,5,May,7,Friday,18,2
2009-07-15,2009,7,July,15,Wednesday,29,3
1973-09-01,1973,9,September,1,Saturday,35,3
2007-06-11,2007,6,June,11,Monday,24,2
2013-03-15,2013,3,March,15,Friday,11,1
2001-09-21,2001,9,September,21,Friday,38,3
1974-03-29,1974,3,March,29,Friday,13,1
1981-04-08,1981,4,April,8,Wednesday,15,2
2009-07-10,2009,7,July,10,Friday,28,3
2017-03-16,2017,3,March,16,Thursday,11,1
1978-05-05,1978,5,May,5,Friday,18,2
1976-09-04,1976,9,September,4,Saturday,36,3
2012-02-15,2012,2,February,15,Wednesday,7,1
1987-03-01,1987,3,March,1,Sunday,9,1
2012-05-12,2012,5,May,12,Saturday,19,2
2013-12-26,2013,12,December,26,Thursday,52,4
2018-03-06,2018,3,March,6,Tuesday,10,1
1961-06-02,1961,6,June,2,Friday,22,2
1987-05-11,1987,5,May,11,Monday,20,2
2020-05-29,2020,5,May,29,Friday,22,2
2012-05-10,2012,5,May,10,Thursday,19,2
1966-12-16,1966,12,December,16,Friday,50,4
2001-05-16,2001,5,May,16,Wednesday,20,2
2004-08-22,2004,8,August,22,Sunday,34,3
1971-08-04,1971,8,August,4,Wednesday,31,3
2015-10-19,2015,10,October,19,Monday,43,4
1981-09-09,1981,9,September,9,Wednesday,37,3
1970-02-20,1970,2,February,20,Friday,8,1
1966-06-15,1966,6,June,15,Wednesday,24,2
2007-11-28,2007,11,November,28,Wednesday,48,4
1986-04-13,1986,4,April,13,Sunday,15,2
2013-10-12,2013,10,October,12,Saturday,41,4
2018-06-09,2018,6,June,9,Saturday,23,2
2006-11-05,2006,11,November,5,Sunday,44,4
2003-05-23,2003,5,May,23,Friday,21,2
2017-07-27,2017,7,July,27,Thursday,30,3
1987-04-24,1987,4,April,24,Friday,17,2
2013-01-22,2013,1,January,22,Tuesday,4,1
2014-04-25,2014,4,April,25,Friday,17,2
2005-11-04,2005,11,November,4,Friday,44,4
2009-10-23,2009,10,October,23,Friday,43,4
2012-10-11,2012,10,October,11,Thursday,41,4
1989-04-08,1989,4,April,8,Saturday,14,2
2009-04-17,2009,4,April,17,Friday,16,2
1995-08-11,1995,8,August,11,Friday,32,3
2012-03-13,2012,3,March,13,Tuesday,11,1
1972-05-01,1972,5,May,1,Monday,18,2
1967-03-08,1967,3,March,8,Wednesday,10,1
2011-06-06,2011,6,June,6,Monday,23,2
2020-05-24,2020,5,May,24,Sunday,21,2
2012-11-03,2012,11,November,3,Saturday,44,4
2012-08-16,2012,8,August,16,Thursday,33,3
1971-09-02,1971,9,September,2,Thursday,35,3
2009-07-28,2009,7,July,28,Tuesday,31,3
2014-05-20,2014,5,May,20,Tuesday,21,2
1986-05-13,1986,5,May,13,Tuesday,20,2
1986-10-28,1986,10,October,28,Tuesday,44,4
2020-10-17,2020,10,October,17,Saturday,42,4
1982-05-27,1982,5,May,27,Thursday,21,2
2011-07-09,2011,7,July,9,Saturday,27,3
2013-07-20,2013,7,July,20,Saturday,29,3
1988-09-20,1988,9,September,20,Tuesday,38,3
1977-05-13,1977,5,May,13,Friday,19,2
1972-08-07,1972,8,August,7,Monday,32,3
1989-09-08,1989,9,September,8,Friday,36,3
1989-05-05,1989,5,May,5,Friday,18,2
1991-03-29,1991,3,March,29,Friday,13,1
1982-10-23,1982,10,October,23,Saturday,42,4
2019-08-02,2019,8,August,2,Friday,31,3
2005-08-12,2005,8,August,12,Friday,32,3
2012-12-20,2012,12,December,20,Thursday,51,4
2018-08-02,2018,8,August,2,Thursday,31,3
1980-10-14,1980,10,October,14,Tuesday,42,4
2012-04-26,2012,4,April,26,Thursday,17,2
2013-10-23,2013,10,October,23,Wednesday,43,4
2006-09-28,2006,9,September,28,Thursday,39,3
2002-07-26,2002,7,July,26,Friday,30,3
2010-11-17,2010,11,November,17,Wednesday,46,4
2018-01-09,2018,1,January,9,Tuesday,2,1
2014-05-03,2014,5,May,3,Saturday,18,2
2019-06-11,2019,6,June,11,Tuesday,24,2
2014-04-15,2014,4,April,15,Tuesday,16,2
2014-10-06,2014,10,October,6,Monday,41,4
2019-12-29,2019,12,December,29,Sunday,52,4
2015-07-17,2015,7,July,17,Friday,29,3
1972-06-15,1972,6,June,15,Thursday,24,2
2009-06-13,2009,6,June,13,Saturday,24,2
2015-08-21,2015,8,August,21,Friday,34,3
2016-12-15,2016,12,December,15,Thursday,50,4
1994-06-10,1994,6,June,10,Friday,23,2
2007-04-17,2007,4,April,17,Tuesday,16,2
1978-03-01,1978,3,March,1,Wednesday,9,1
1970-06-20,1970,6,June,20,Saturday,25,2
1991-01-05,1991,1,January,5,Saturday,1,1
1986-03-01,1986,3,March,1,Saturday,9,1
2010-07-19,2010,7,July,19,Monday,29,3
2014-11-22,2014,11,November,22,Saturday,47,4
2016-11-01,2016,11,November,1,Tuesday,44,4
1993-10-13,1993,10,October,13,Wednesday,41,4
2016-10-31,2016,10,October,31,Monday,44,4
2015-05-01,2015,5,May,1,Friday,18,2
1971-08-02,1971,8,August,2,Monday,31,3
2016-08-12,2016,8,August,12,Friday,32,3
2005-06-03,2005,6,June,3,Friday,22,2
2016-06-15,2016,6,June,15,Wednesday,24,2
2018-04-06,2018,4,April,6,Friday,14,2
2008-05-17,2008,5,May,17,Saturday,20,2
1971-04-09,1971,4,April,9,Friday,14,2
2017-03-01,2017,3,March,1,Wednesday,9,1
1973-03-01,1973,3,March,1,Thursday,9,1
1995-01-02,1995,1,January,2,Monday,1,1
2018-02-28,2018,2,February,28,Wednesday,9,1
2000-11-21,2000,11,November,21,Tuesday,47,4
1970-09-09,1970,9,September,9,Wednesday,37,3
1975-04-25,1975,4,April,25,Friday,17,2
2014-08-20,2014,8,August,20,Wednesday,34,3
2007-09-21,2007,9,September,21,Friday,38,3
2009-10-08,2009,10,October,8,Thursday,41,4
2008-01-03,2008,1,January,3,Thursday,1,1
2008-02-05,2008,2,February,5,Tuesday,6,1
2012-08-22,2012,8,August,22,Wednesday,34,3
1973-05-01,1973,5,May,1,Tuesday,18,2
1955-12-22,1955,12,December,22,Thursday,51,4
1993-10-28,1993,10,October,28,Thursday,43,4
1959-10-07,1959,10,October,7,Wednesday,41,4
1995-11-24,1995,11,November,24,Friday,47,4
1982-11-18,1982,11,November,18,Thursday,46,4
1980-12-26,1980,12,December,26,Friday,52,4
1982-06-29,1982,6,June,29,Tuesday,26,2
2009-07-19,2009,7,July,19,Sunday,29,3
2017-06-04,2017,6,June,4,Sunday,22,2
1963-09-01,1963,9,September,1,Sunday,35,3
1993-08-06,1993,8,August,6,Friday,31,3
2002-08-30,2002,8,August,30,Friday,35,3
1962-04-25,1962,4,April,25,Wednesday,17,2
2005-05-14,2005,5,May,14,Saturday,19,2
2021-08-23,2021,8,August,23,Monday,34,3
2016-03-16,2016,3,March,16,Wednesday,11,1
2003-05-03,2003,5,May,3,Saturday,18,2
1962-11-16,1962,11,November,16,Friday,46,4
1982-09-12,1982,9,September,12,Sunday,36,3
1995-07-06,1995,7,July,6,Thursday,27,3
1991-04-05,1991,4,April,5,Friday,14,2
1973-09-19,1973,9,September,19,Wednesday,38,3
2017-05-02,2017,5,May,2,Tuesday,18,2
1971-10-22,1971,10,October,22,Friday,42,4
1990-03-30,1990,3,March,30,Friday,13,1
1956-04-26,1956,4,April,26,Thursday,17,2
2007-05-15,2007,5,May,15,Tuesday,20,2
2019-02-07,2019,2,February,7,Thursday,6,1
2003-02-23,2003,2,February,23,Sunday,8,1
1973-04-07,1973,4,April,7,Saturday,14,2
1998-01-04,1998,1,January,4,Sunday,1,1
2004-10-21,2004,10,October,21,Thursday,43,4
2011-01-15,2011,1,January,15,Saturday,2,1
2004-06-26,2004,6,June,26,Saturday,26,2
1986-10-17,1986,10,October,17,Friday,42,4
1991-09-28,1991,9,September,28,Saturday,39,3
2006-03-26,2006,3,March,26,Sunday,12,1
2006-01-13,2006,1,January,13,Friday,2,1
2015-05-18,2015,5,May,18,Monday,21,2
1985-08-13,1985,8,August,13,Tuesday,33,3
2008-04-19,2008,4,April,19,Saturday,16,2
2019-08-20,2019,8,August,20,Tuesday,34,3
2005-07-30,2005,7,July,30,Saturday,30,3
2012-07-24,2012,7,July,24,Tuesday,30,3
2011-02-25,2011,2,February,25,Friday,8,1
2020-06-26,2020,6,June,26,Friday,26,2
1974-06-19,1974,6,June,19,Wednesday,25,2
2019-09-06,2019,9,September,6,Friday,36,3
2016-03-01,2016,3,March,1,Tuesday,9,1
2018-07-03,2018,7,July,3,Tuesday,27,3
2018-08-14,2018,8,August,14,Tuesday,33,3
2020-03-07,2020,3,March,7,Saturday,10,1
2016-03-08,2016,3,March,8,Tuesday,10,1
1968-12-01,1968,12,December,1,Sunday,48,4
2007-08-11,2007,8,August,11,Saturday,32,3
1980-09-01,1980,9,September,1,Monday,36,3
2017-10-22,2017,10,October,22,Sunday,42,4
2014-09-08,2014,9,September,8,Monday,37,3
2003-04-08,2003,4,April,8,Tuesday,15,2
1966-08-01,1966,8,August,1,Monday,31,3
2010-03-02,2010,3,March,2,Tuesday,9,1
2005-12-02,2005,12,December,2,Friday,48,4
1985-12-12,1985,12,December,12,Thursday,50,4
1959-07-16,1959,7,July,16,Thursday,29,3
2012-04-21,2012,4,April,21,Saturday,16,2
2016-01-12,2016,1,January,12,Tuesday,2,1
1963-11-30,1963,11,November,30,Saturday,48,4
2011-06-10,2011,6,June,10,Friday,23,2
2009-01-13,2009,1,January,13,Tuesday,3,1
2013-03-14,2013,3,March,14,Thursday,11,1
2022-02-04,2022,2,February,4,Friday,5,1
2007-03-03,2007,3,March,3,Saturday,9,1
2008-11-05,2008,11,November,5,Wednesday,45,4
2008-11-11,2008,11,November,11,Tuesday,46,4
2015-03-21,2015,3,March,21,Saturday,12,1
2013-11-29,2013,11,November,29,Friday,48,4
1955-05-11,1955,5,May,11,Wednesday,19,2
2010-03-22,2010,3,March,22,Monday,12,1
2010-12-10,2010,12,December,10,Friday,49,4
2008-03-02,2008,3,March,2,Sunday,9,1
2010-11-03,2010,11,November,3,Wednesday,44,4
1961-02-09,1961,2,February,9,Thursday,6,1
2015-04-01,2015,4,April,1,Wednesday,14,2
2014-06-03,2014,6,June,3,Tuesday,23,2
2005-04-09,2005,4,April,9,Saturday,14,2
1990-12-01,1990,12,December,1,Saturday,48,4
1973-10-10,1973,10,October,10,Wednesday,41,4
2014-05-05,2014,5,May,5,Monday,19,2
2022-05-24,2022,5,May,24,Tuesday,21,2
2011-06-19,2011,6,June,19,Sunday,24,2
2015-09-04,2015,9,September,4,Friday,36,3
1971-11-14,1971,11,November,14,Sunday,45,4
1971-02-13,1971,2,February,13,Saturday,6,1
1970-11-24,1970,11,November,24,Tuesday,48,4
2007-10-06,2007,10,October,6,Saturday,40,4
2007-07-23,2007,7,July,23,Monday,30,3
2013-08-23,2013,8,August,23,Friday,34,3
2022-01-31,2022,1,January,31,Monday,5,1
2002-04-21,2002,4,April,21,Sunday,16,2
2015-10-05,2015,10,October,5,Monday,41,4
2004-02-11,2004,2,February,11,Wednesday,7,1
2009-12-12,2009,12,December,12,Saturday,50,4
1989-03-02,1989,3,March,2,Thursday,9,1
1973-04-12,1973,4,April,12,Thursday,15,2
2013-06-03,2013,6,June,3,Monday,23,2
2020-05-08,2020,5,May,8,Friday,19,2
1958-09-01,1958,9,September,1,Monday,36,3
1970-05-01,1970,5,May,1,Friday,18,2
2010-09-14,2010,9,September,14,Tuesday,37,3
1978-07-05,1978,7,July,5,Wednesday,27,3
2020-07-10,2020,7,July,10,Friday,28,3
2012-11-15,2012,11,November,15,Thursday,46,4
2002-05-15,2002,5,May,15,Wednesday,20,2
2016-05-03,2016,5,May,3,Tuesday,18,2
2011-12-25,2011,12,December,25,Sunday,51,4
2018-10-23,2018,10,October,23,Tuesday,43,4
2016-06-17,2016,6,June,17,Friday,24,2
2019-12-22,2019,12,December,22,Sunday,51,4
2007-06-07,2007,6,June,7,Thursday,23,2
2009-06-21,2009,6,June,21,Sunday,25,2
1968-12-20,1968,12,December,20,Friday,51,4
2019-03-05,2019,3,March,5,Tuesday,10,1
1988-07-14,1988,7,July,14,Thursday,28,3
1995-02-28,1995,2,February,28,Tuesday,9,1
2021-12-31,2021,12,December,31,Friday,52,4
2010-07-03,2010,7,July,3,Saturday,26,3
1984-03-29,1984,3,March,29,Thursday,13,1
2007-08-14,2007,8,August,14,Tuesday,33,3
2003-03-25,2003,3,March,25,Tuesday,13,1
1994-08-31,1994,8,August,31,Wednesday,35,3
1989-09-25,1989,9,September,25,Monday,39,3
2005-08-16,2005,8,August,16,Tuesday,33,3
2008-07-31,2008,7,July,31,Thursday,31,3
1967-12-29,1967,12,December,29,Friday,52,4
2011-07-05,2011,7,July,5,Tuesday,27,3
2005-08-18,2005,8,August,18,Thursday,33,3
1981-01-07,1981,1,January,7,Wednesday,2,1
2009-06-16,2009,6,June,16,Tuesday,25,2
2014-10-05,2014,10,October,5,Sunday,40,4
1993-05-26,1993,5,May,26,Wednesday,21,2
2004-08-25,2004,8,August,25,Wednesday,35,3
2019-10-05,2019,10,October,5,Saturday,40,4
2002-09-14,2002,9,September,14,Saturday,37,3
2020-06-27,2020,6,June,27,Saturday,26,2
1963-06-06,1963,6,June,6,Thursday,23,2
1978-11-01,1978,11,November,1,Wednesday,44,4
2019-10-12,2019,10,October,12,Saturday,41,4
1986-07-24,1986,7,July,24,Thursday,30,3
2001-07-04,2001,7,July,4,Wednesday,27,3
1996-12-17,1996,12,December,17,Tuesday,51,4
2017-09-05,2017,9,September,5,Tuesday,36,3
2000-09-21,2000,9,September,21,Thursday,38,3
2007-12-08,2007,12,December,8,Saturday,49,4
1968-12-19,1968,12,December,19,Thursday,51,4
2011-03-12,2011,3,March,12,Saturday,10,1
1986-05-09,1986,5,May,9,Friday,19,2
2012-03-15,2012,3,March,15,Thursday,11,1
1965-10-01,1965,10,October,1,Friday,39,4
2006-08-01,2006,8,August,1,Tuesday,31,3
2007-03-01,2007,3,March,1,Thursday,9,1
2011-07-11,2011,7,July,11,Monday,28,3
1972-04-29,1972,4,April,29,Saturday,17,2
2011-10-25,2011,10,October,25,Tuesday,43,4
2005-03-01,2005,3,March,1,Tuesday,9,1
2014-10-27,2014,10,October,27,Monday,44,4
2006-01-31,2006,1,January,31,Tuesday,5,1
2016-08-28,2016,8,August,28,Sunday,34,3
2013-06-15,2013,6,June,15,Saturday,24,2
2021-01-04,2021,1,January,4,Monday,1,1
2004-11-03,2004,11,November,3,Wednesday,45,4
2017-01-05,2017,1,January,5,Thursday,1,1
2005-10-05,2005,10,October,5,Wednesday,40,4
2001-04-12,2001,4,April,12,Thursday,15,2
1996-05-04,1996,5,May,4,Saturday,18,2
2015-06-11,2015,6,June,11,Thursday,24,2
1980-09-15,1980,9,September,15,Monday,38,3
1992-11-02,1992,11,November,2,Monday,45,4
2006-12-12,2006,12,December,12,Tuesday,50,4
2017-07-31,2017,7,July,31,Monday,31,3
2007-11-10,2007,11,November,10,Saturday,45,4
1984-08-24,1984,8,August,24,Friday,34,3
1972-08-01,1972,8,August,1,Tuesday,31,3
2004-08-03,2004,8,August,3,Tuesday,32,3
1969-07-15,1969,7,July,15,Tuesday,29,3
2017-09-08,2017,9,September,8,Friday,36,3
2019-09-03,2019,9,September,3,Tuesday,36,3
1994-05-25,1994,5,May,25,Wednesday,21,2
1987-03-03,1987,3,March,3,Tuesday,10,1
2013-06-01,2013,6,June,1,Saturday,22,2
2019-08-27,2019,8,August,27,Tuesday,35,3
2010-11-24,2010,11,November,24,Wednesday,47,4
1962-06-08,1962,6,June,8,Friday,23,2
1978-07-21,1978,7,July,21,Friday,29,3
1994-11-21,1994,11,November,21,Monday,47,4
2009-11-05,2009,11,November,5,Thursday,45,4
2018-10-09,2018,10,October,9,Tuesday,41,4
2006-05-10,2006,5,May,10,Wednesday,19,2
1964-12-01,1964,12,December,1,Tuesday,49,4
1974-02-01,1974,2,February,1,Friday,5,1
1994-02-16,1994,2,February,16,Wednesday,7,1
1965-08-08,1965,8,August,8,Sunday,31,3
1984-03-05,1984,3,March,5,Monday,10,1
1990-06-21,1990,6,June,21,Thursday,25,2
1965-06-15,1965,6,June,15,Tuesday,24,2
2010-01-25,2010,1,January,25,Monday,4,1
2018-07-22,2018,7,July,22,Sunday,29,3
2015-09-24,2015,9,September,24,Thursday,39,3
2011-11-03,2011,11,November,3,Thursday,44,4
1954-05-19,1954,5,May,19,Wednesday,20,2
1994-10-20,1994,10,October,20,Thursday,42,4
1969-05-29,1969,5,May,29,Thursday,22,2
2016-08-01,2016,8,August,1,Monday,31,3
1988-09-02,1988,9,September,2,Friday,35,3
1976-01-16,1976,1,January,16,Friday,3,1
2016-01-05,2016,1,January,5,Tuesday,1,1
2014-02-28,2014,2,February,28,Friday,9,1
1996-11-21,1996,11,November,21,Thursday,47,4
2017-04-01,2017,4,April,1,Saturday,13,2
2005-01-29,2005,1,January,29,Saturday,4,1
2013-05-29,2013,5,May,29,Wednesday,22,2
1993-05-15,1993,5,May,15,Saturday,19,2
1975-08-23,1975,8,August,23,Saturday,34,3
2016-11-12,2016,11,November,12,Saturday,45,4
2009-08-21,2009,8,August,21,Friday,34,3
2016-05-20,2016,5,May,20,Friday,20,2
2003-05-07,2003,5,May,7,Wednesday,19,2
2010-08-03,2010,8,August,3,Tuesday,31,3
1998-08-25,1998,8,August,25,Tuesday,35,3
1978-08-12,1978,8,August,12,Saturday,32,3
2017-08-21,2017,8,August,21,Monday,34,3
2019-07-10,2019,7,July,10,Wednesday,28,3
2020-01-24,2020,1,January,24,Friday,4,1
2004-04-17,2004,4,April,17,Saturday,16,2
2020-10-24,2020,10,October,24,Saturday,43,4
2022-06-28,2022,6,June,28,Tuesday,26,2
2020-11-14,2020,11,November,14,Saturday,46,4
1999-05-01,1999,5,May,1,Saturday,17,2
2018-06-30,2018,6,June,30,Saturday,26,2
1976-06-01,1976,6,June,1,Tuesday,23,2
1995-04-12,1995,4,April,12,Wednesday,15,2
1996-10-19,1996,10,October,19,Saturday,42,4
1980-12-18,1980,12,December,18,Thursday,51,4
2015-02-03,2015,2,February,3,Tuesday,6,1
2008-11-09,2008,11,November,9,Sunday,45,4
1970-10-31,1970,10,October,31,Saturday,44,4
2016-07-25,2016,7,July,25,Monday,30,3
1998-10-06,1998,10,October,6,Tuesday,41,4
2015-03-01,2015,3,March,1,Sunday,9,1
2013-03-21,2013,3,March,21,Thursday,12,1
2003-03-27,2003,3,March,27,Thursday,13,1
1970-12-01,1970,12,December,1,Tuesday,49,4
2015-11-22,2015,11,November,22,Sunday,47,4
2009-06-17,2009,6,June,17,Wednesday,25,2
2016-07-15,2016,7,July,15,Friday,28,3
1999-10-05,1999,10,October,5,Tuesday,40,4
2018-11-06,2018,11,November,6,Tuesday,45,4
1996-10-10,1996,10,October,10,Thursday,41,4
2019-04-02,2019,4,April,2,Tuesday,14,2
1983-12-03,1983,12,December,3,Saturday,48,4
2001-03-24,2001,3,March,24,Saturday,12,1
2009-03-08,2009,3,March,8,Sunday,10,1
2002-07-13,2002,7,July,13,Saturday,28,3
1982-07-14,1982,7,July,14,Wednesday,28,3
2009-04-18,2009,4,April,18,Saturday,16,2
1970-06-10,1970,6,June,10,Wednesday,24,2
2008-07-12,2008,7,July,12,Saturday,28,3
2022-04-28,2022,4,April,28,Thursday,17,2
2006-04-23,2006,4,April,23,Sunday,16,2
2022-02-15,2022,2,February,15,Tuesday,7,1
1953-07-26,1953,7,July,26,Sunday,30,3
1993-09-06,1993,9,September,6,Monday,36,3
2022-07-05,2022,7,July,5,Tuesday,27,3
1970-04-24,1970,4,April,24,Friday,17,2
2003-07-20,2003,7,July,20,Sunday,29,3
2007-04-16,2007,4,April,16,Monday,16,2
2005-03-29,2005,3,March,29,Tuesday,13,1
2006-11-24,2006,11,November,24,Friday,47,4
1966-11-18,1966,11,November,18,Friday,46,4
1965-03-21,1965,3,March,21,Sunday,11,1
2001-09-13,2001,9,September,13,Thursday,37,3
1970-05-14,1970,5,May,14,Thursday,20,2
1976-01-01,1976,1,January,1,Thursday,1,1
2010-10-19,2010,10,October,19,Tuesday,42,4
2008-01-19,2008,1,January,19,Saturday,3,1
1969-03-12,1969,3,March,12,Wednesday,11,1
2009-08-12,2009,8,August,12,Wednesday,33,3
2013-05-13,2013,5,May,13,Monday,20,2
2020-09-26,2020,9,September,26,Saturday,39,3
1975-02-06,1975,2,February,6,Thursday,6,1
1983-06-02,1983,6,June,2,Thursday,22,2
1955-12-01,1955,12,December,1,Thursday,48,4
2007-02-20,2007,2,February,20,Tuesday,8,1
1998-09-26,1998,9,September,26,Saturday,39,3
2013-10-28,2013,10,October,28,Monday,44,4
2007-09-06,2007,9,September,6,Thursday,36,3
1980-06-09,1980,6,June,9,Monday,24,2
2005-07-14,2005,7,July,14,Thursday,28,3
1990-05-30,1990,5,May,30,Wednesday,22,2
2011-07-24,2011,7,July,24,Sunday,29,3
2006-07-18,2006,7,July,18,Tuesday,29,3
2003-12-01,2003,12,December,1,Monday,49,4
2015-10-31,2015,10,October,31,Saturday,44,4
1986-10-15,1986,10,October,15,Wednesday,42,4
1991-10-18,1991,10,October,18,Friday,42,4
1961-08-15,1961,8,August,15,Tuesday,33,3
2019-03-19,2019,3,March,19,Tuesday,12,1
2003-04-19,2003,4,April,19,Saturday,16,2
2020-08-20,2020,8,August,20,Thursday,34,3
1985-09-11,1985,9,September,11,Wednesday,37,3
2017-11-25,2017,11,November,25,Saturday,47,4
